Name,IMO,Flag,Risk status,Vessel type,Age,Beneficial owner,Commercial manager,Registered owner,ISM manager,Port of Registry,Call Sign,MMSI,Classification Society,Status,Length (m),Width (m),Draught (m),Gross Tonnage,Net Tonnage,Deadweight Tonnage,Ownership Changes,Name Changes,Last Change Date,Owner Sanctions,Manager Reputation,Latitude,Longitude,Speed (knots),Course,Heading,Last Update,AIS Status,Signal Quality,Accuracy,Spoofing Risk,Dark Activity,STS Transfer Events,OFAC Listed,UN Sanctions,EU Sanctions,Total Hits,Last Violation,Detention History,Port State Control,Deficiency Count,Banning Status,Trade Route Risk,Current Region,Temperature,Wind Speed,Wave Height,Sea State,Piracy Zone,War Zone,Storm Area,Ice Zone,Voyage Risk
AGATE,9310707,CM,Sanctioned,LIQUID TANKER,21,-,EAST GEMI ISLETMECILIGI AS,AGATE MARITIME SERVICES,EAST GEMI ISLETMECILIGI AS,Kribi,AKSV4,721077129,Lloyd's Register,Inactive,121.18m,18.43m,12.98m,79500,49707,139535,0,2,2-Apr-14,3,Sanctioned,-0.01965,78.65,12.5 kn,224 °,248 °,2024-06-24 13:00 (UTC+0),Moored,Good,99%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AKHILL,9410870,RU,Sanctioned,LIQUID TANKER,18,GLOBAL SEAWAY LLC,GLOBAL SEAWAY LLC,GLOBAL SEAWAY LLC,-,Saint Petersburg,LABZ3,546098606,Lloyd's Register,Inactive,237.25m,36.69m,15.99m,66682,42137,120379,0,2,3-Apr-10,4,Sanctioned,41.37991,34.6597,9.3 kn,12 °,234 °,2024-11-10 18:17 (UTC+0),Underway Using Engine,Weak,96%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
AKKORD,9259599,RU,Sanctioned,LIQUID TANKER,23,-,HS HAI II LTD,HS HAI II LTD,-,Vladivostok,YZAV1,386269442,ClassNK,Active,189.87m,23.17m,9.85m,50332,31169,76502,0,2,11-Feb-21,4,Sanctioned,44.43578,37.99279,10.0 kn,322 °,153 °,2025-04-03 21:57 (UTC+0),Moored,Good,89%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
AKTROS,9257814,SL,Sanctioned,LIQUID TANKER,23,-,VOGUE TIDE CORP,VOGUE TIDE CORP,VVAVE MINDER SHIPMANAGEMENT,Freetown,GHVI3,428364681,DNV,Active,127.63m,18.62m,14.24m,70159,46937,122153,0,2,20-May-06,3,Sanctioned,-3.46531,67.04401,0.3 kn,157 °,320 °,2024-01-19 10:49 (UTC+0),At Anchor,Good,73%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AL SIDDEEQ,9312509,PA,Sanctioned,LIQUID TANKER,19,-,ANBO SHIPPING PTE LTD,METROPATH GROUP LTD,ANBO SHIPPING PTE LTD,Balboa,ODRW1,395921803,DNV,Laid Up,129.63m,20.23m,8.36m,25200,16019,43368,0,2,13-Oct-12,3,Sanctioned,24.51886,78.67841,3.3 kn,33 °,104 °,2025-04-05 13:07 (UTC+0),At Anchor,Weak,88%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ALEKSEY CHIRIKOV,9613551,RU,Sanctioned,SUBSEA OPERATION VESSEL,13,-,SCF TM LTD,GLOBAL CHALLENGE SHIPPING CO,SCF TM LTD,Novorossiysk,NKMW4,398003293,Turkish Lloyd (TL),Laid Up,137.39m,19.48m,6.6m,11061,6128,7948,0,2,23-Apr-20,4,Sanctioned,44.53268,40.66475,12.1 kn,96 °,327 °,2024-04-23 23:53 (UTC+0),Drifting,Moderate,91%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ALEXANDRA,9273260,HK,Sanctioned,LIQUID TANKER,23,BABYLON NAVIGATION DMCC,BABYLON NAVIGATION DMCC,ABACUS SHIPPING LTD,BABYLON NAVIGATION DMCC,Hong Kong,JLNQ2,204737471,China Classification Society (CCS),Active,109.38m,16.9m,11.57m,70897,43057,116064,0,2,9-Dec-13,3,Sanctioned,10.56418,61.67178,1.3 kn,219 °,334 °,2024-11-09 22:08 (UTC+0),Underway Using Engine,Moderate,87%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ALICIA,9281695,CW,Sanctioned,LIQUID TANKER,21,-,PLACENCIA SERVICES INC,PLACENCIA SERVICES INC,-,Willemstad,CJHH8,365780982,Korean Register (KR),Active,215.19m,36.12m,13.47m,78192,47574,121502,0,2,30-Oct-06,3,Sanctioned,22.32399,67.53095,2.0 kn,320 °,79 °,2024-08-20 07:36 (UTC+0),At Anchor,Roaming,77%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ALMOND,9385142,RU,Sanctioned,LIQUID TANKER,17,-,NORTH FLEET LTD,MANDOLIN SHIPPING LTD,NORTH FLEET LTD,Saint Petersburg,KJFB6,524159701,RINA,Active,242.19m,32.19m,11.0m,68132,46097,119692,0,2,22-Oct-08,4,Sanctioned,42.04661,35.42087,11.6 kn,79 °,181 °,2024-01-26 15:02 (UTC+0),At Anchor,Good,78%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ALPHA HELIOS,9924340,RU,Sanctioned,GENERAL CARGO SHIP,5,ALPHA LLC,ALPHA LLC,ALPHA LLC,ALPHA LLC,Rostov-on-Don,SWDQ2,750790410,Bureau Veritas,Active,82.24m,12.68m,9.74m,18122,11096,25131,0,2,17-Jun-21,4,Sanctioned,44.66841,29.97254,4.1 kn,164 °,186 °,2024-02-17 08:29 (UTC+0),Underway Using Engine,Moderate,91%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ALVAN,9165798,IR,Sanctioned,GENERAL CARGO SHIP,28,IRAN SHIPPING LINES,HAFEZ DARYA ARYA SHIPPING CO,MOSAKHAR DARYA SHIPPING CO,HAFEZ DARYA ARYA SHIPPING CO,Chabahar,QXCZ9,570771872,Turkish Lloyd (TL),Active,104.16m,15.89m,9.15m,18195,10959,23768,2,2,1-Apr-11,4,Sanctioned,23.27825,48.78398,1.4 kn,243 °,31 °,2025-11-14 07:32 (UTC+0),Underway Using Engine,Roaming,76%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ANATTA,1011159,KY,Sanctioned,SAILING VESSEL,15,-,OCEAN DREAMS YACHTING SERVICES,TANSLEY TRADING LTD,-,George Town,ZDTF1,283216341,RINA,Inactive,36.45m,6.1m,4.69m,632,294,142,0,2,29-Feb-12,3,Sanctioned,4.55699,-1.34387,10.6 kn,247 °,214 °,2024-04-03 14:44 (UTC+0),Underway Using Engine,Moderate,79%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,Open sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ANDROMEDA V,9197832,CW,Sanctioned,LIQUID TANKER,26,DRAGON ROAD LTD,VISION SHIP MANAGEMENT LTD,DRAGON ROAD LTD,VISION SHIP MANAGEMENT LLP,Willemstad,HVIG2,326452390,Turkish Lloyd (TL),Active,203.72m,34.76m,11.62m,79561,55439,121493,0,2,20-Jan-01,3,Sanctioned,21.6877,71.9139,1.6 kn,340 °,159 °,2025-03-25 17:09 (UTC+0),Drifting,Good,74%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ANIKA,9417464,KM,Sanctioned,LIQUID TANKER,17,ANIKA LINES INC,ANIKA LINES INC,ANIKA LINES INC,FLEETOR SHIP MANAGEMENT FZLLC,Fomboni,EWTP0,598233557,Korean Register (KR),Laid Up,177.26m,27.11m,7.42m,85040,58685,144915,0,2,21-Jan-15,3,Sanctioned,20.64345,79.17845,3.9 kn,197 °,175 °,2024-09-12 05:38 (UTC+0),Moored,Moderate,94%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ANTARES,9322827,RU,Sanctioned,LIQUID TANKER,20,GLOBAL SEAWAY LLC,GLOBAL SEAWAY LLC,GLOBAL SEAWAY LLC,GLOBAL SEAWAY LLC,Murmansk,AEEO7,747642132,RINA,Active,142.0m,24.27m,10.75m,47009,30365,85893,0,2,9-Mar-03,4,Sanctioned,41.13072,40.74284,14.4 kn,161 °,65 °,2025-09-07 04:05 (UTC+0),Underway Using Engine,Moderate,71%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
APAMA,9187631,IR,Sanctioned,LIQUID TANKER,26,NITC,NITC,AZARPAD QESHM CO,NITC,Bandar Abbas,CUDZ6,514961247,DNV,Inactive,220.77m,29.75m,7.4m,67787,38135,117382,2,2,19-Nov-24,4,Sanctioned,22.18575,53.93462,8.7 kn,300 °,160 °,2025-07-30 20:38 (UTC+0),Underway Using Engine,Roaming,88%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AQUARIUS,9358802,PW,Sanctioned,LIQUID TANKER,17,-,RED SEA SHIP MANAGEMENT LLC,RED SEA SHIP MANAGEMENT LLC,RED SEA SHIP MANAGEMENT LLC,Melekeok,SOKC9,572717836,Lloyd's Register,Active,121.13m,16.14m,12.21m,29096,19391,45004,0,2,1-Nov-15,3,Sanctioned,22.35789,51.50243,4.3 kn,245 °,359 °,2025-11-24 03:37 (UTC+0),Underway Using Engine,Weak,74%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AQUILON,9190286,RU,Sanctioned,GENERAL CARGO SHIP,27,FAR EASTERN SHIPPING CO FESCO,FETC CO LTD,FETC CO LTD,FETC CO LTD,Saint Petersburg,HNJI9,330536335,Lloyd's Register,Active,153.43m,20.74m,6.42m,13755,8018,19743,0,2,6-Oct-11,4,Sanctioned,44.79793,31.32275,5.2 kn,332 °,73 °,2024-05-18 12:17 (UTC+0),Underway Using Engine,Weak,86%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARABESCA,9288734,SL,Sanctioned,LIQUID TANKER,21,-,TRIVOS BALLASTER LTD,TRIVOS BALLASTER LTD,ANCHOR ELITE SHIPMANAGEMENT,Freetown,EBXF0,252839500,DNV,Active,160.66m,24.16m,11.09m,85179,58831,130354,0,2,8-Apr-19,3,Sanctioned,14.29466,58.57519,11.5 kn,245 °,11 °,2025-04-03 23:14 (UTC+0),At Anchor,Moderate,94%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARCADIA,9413573,OM,Sanctioned,LIQUID TANKER,17,-,DREAMER SHIPMANAGEMENT LLC-FZ,SERPENTINE MARINE SPC,DREAMER SHIPMANAGEMENT LLC-FZ,Muscat,BSTY5,686887979,,Active,215.82m,29.26m,9.87m,10193,5891,17149,0,2,11-Oct-19,3,Sanctioned,3.93533,57.8757,12.7 kn,72 °,115 °,2024-03-27 23:26 (UTC+0),Underway Using Engine,Good,79%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARCTIC MULAN,9864837,RU,Sanctioned,LNG TANKER,2,-,SKYHART MANAGEMENT SERVICES,ZINNIA INTERNATIONAL CO,-,Nakhodka,QUWM7,224960720,Turkish Lloyd (TL),Active,223.1m,40.53m,10.45m,125737,79438,76513,0,2,13-Feb-23,4,Sanctioned,42.02199,32.07949,0.4 kn,266 °,86 °,2024-10-14 01:43 (UTC+0),Moored,Moderate,98%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARCTIC VOSTOK,9216298,RU,Sanctioned,LNG TANKER,24,-,SMP TECHMANAGEMENT LLC,LULE ONE SERVICES INC,SMP TECHMANAGEMENT LLC,Vladivostok,RABR8,691379137,,Active,280.06m,45.47m,10.59m,117661,76242,80057,0,2,2-Oct-24,4,Sanctioned,42.04874,29.16903,11.1 kn,166 °,134 °,2024-04-22 11:51 (UTC+0),At Anchor,Roaming,73%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARCTICA 1,9228980,RU,Sanctioned,GENERAL CARGO SHIP,25,TRANSSTROY LLC,TRANSSTROY LLC,TRANSSTROY LLC,ARCTICTRANS LLC,Vladivostok,IDQB0,724764543,DNV,Active,90.14m,14.12m,8.25m,15152,10201,19692,0,2,2-Oct-08,4,Sanctioned,46.15943,35.45339,15.0 kn,122 °,214 °,2024-06-02 09:50 (UTC+0),Underway Using Engine,Roaming,90%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARDAVAN,9465863,IR,Sanctioned,BULK CARRIER,17,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,OGHIAANOUS KHOROUSHAN SHIPPING,SAPID SHIPPING CO,Chabahar,UEDH7,389257674,China Classification Society (CCS),Active,233.11m,38.99m,17.26m,12679,7169,21377,2,2,19-Dec-05,4,Sanctioned,25.58966,48.60704,12.0 kn,167 °,250 °,2024-12-30 20:17 (UTC+0),At Anchor,Good,98%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARHIMEDA,9197909,MW,Sanctioned,LIQUID TANKER,26,EGIR SHIPPING LTD,EGIR SHIPPING LTD,EGIR SHIPPING LTD,-,Lilongwe,AKQT6,436419053,RINA,Active,222.74m,27.77m,14.58m,38684,23455,75606,0,2,17-Sep-04,3,Sanctioned,16.97239,65.90053,5.3 kn,87 °,164 °,2024-09-13 08:58 (UTC+0),Drifting,Roaming,75%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARK III,9187655,IR,Sanctioned,LIQUID TANKER,26,NATIONAL IRANIAN OIL CO NIOC,NATIONAL IRANIAN OIL CO NIOC,NITC,NATIONAL IRANIAN OIL CO NIOC,Chabahar,NWSV9,232312010,DNV,Active,199.31m,27.23m,10.17m,44652,30774,75227,2,2,28-May-09,4,Sanctioned,26.22666,50.40629,8.6 kn,322 °,125 °,2025-09-14 16:52 (UTC+0),Moored,Moderate,76%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARKADIY CHERNYSHEV,8714695,RU,Sanctioned,GENERAL CARGO SHIP,38,AZIA SHIPPING HOLDING LTD,AZIA SHIPPING HOLDING LTD,IBEX SHIPPING INC,AZIA SHIPPING CO,Vladivostok,DRGI4,533464650,ClassNK,Active,121.49m,19.34m,9.74m,7731,4646,11928,0,2,9-Jul-03,4,Sanctioned,46.29093,29.35635,12.7 kn,6 °,45 °,2025-09-26 01:56 (UTC+0),Moored,Moderate,83%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARKHITEKTOR,9381744,RU,Sanctioned,LIQUID TANKER,18,-,-,-,-,Vladivostok,VJAX2,554088805,Bureau Veritas,Inactive,115.85m,17.86m,9.91m,74215,48736,117589,0,2,5-Dec-13,4,Sanctioned,41.33258,41.07297,13.3 kn,10 °,41 °,2024-05-17 00:47 (UTC+0),At Anchor,Weak,86%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ARLAN,9227443,SL,Sanctioned,LIQUID TANKER,24,DEAMAR VOYAGE CORP,LYSANDRAL WAYFINDER LTD,LYSANDRAL WAYFINDER LTD,BSTLS SHIPPING LLC,Sherbro,QGGD7,489988305,,Inactive,273.6m,34.1m,9.07m,76103,47267,138353,0,2,19-Apr-01,3,Sanctioned,23.44971,77.00492,9.8 kn,23 °,22 °,2024-06-14 13:16 (UTC+0),At Anchor,Good,97%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARMAN 114,9116412,IR,Sanctioned,LIQUID TANKER,29,OCEAN MARK SHIPPING INC,OCEAN MARK SHIPPING INC,OCEAN MARK SHIPPING INC,-,Bandar Abbas,QUQB2,348709215,Lloyd's Register,Active,197.92m,30.04m,7.19m,64617,36846,111767,0,2,3-Sep-09,4,Sanctioned,26.74441,53.28991,6.5 kn,34 °,222 °,2025-03-02 08:56 (UTC+0),Moored,Moderate,89%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARNICA,9187643,IR,Sanctioned,LIQUID TANKER,26,NATIONAL IRANIAN OIL CO NIOC,NATIONAL IRANIAN OIL CO NIOC,AZARPAD QESHM CO,NATIONAL IRANIAN OIL CO NIOC,Bushehr,NQMC3,778291684,Korean Register (KR),Active,174.19m,22.45m,12.49m,74812,51628,121020,2,2,17-Jan-06,4,Sanctioned,22.01783,48.76587,4.3 kn,79 °,259 °,2025-12-10 16:02 (UTC+0),Underway Using Engine,Weak,74%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARROW,9413561,OM,Sanctioned,LIQUID TANKER,17,NOVA SHIPMANAGEMENT LLC FZ,NOVA SHIPMANAGEMENT LLC FZ,CITRINE MARINE SPC,NOVA SHIPMANAGEMENT LLC FZ,Duqm,XHQU6,517388240,ClassNK,Active,211.56m,26.96m,11.05m,26811,15050,41333,0,2,19-Dec-02,3,Sanctioned,14.25195,78.9881,9.0 kn,211 °,335 °,2025-03-13 04:48 (UTC+0),At Anchor,Moderate,88%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARTABAZ,9283007,IR,Sanctioned,CONTAINER,23,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,MOSAKHAR DARYA SHIPPING CO,RAHBARAN OMID DARYA SHIP MGMT,Bandar Imam Khomeini,QBKA7,259113398,Korean Register (KR),Active,292.9m,52.37m,15.92m,34593,21802,34345,2,2,18-Nov-03,4,Sanctioned,22.3949,55.66389,8.6 kn,93 °,155 °,2024-01-17 12:56 (UTC+0),At Anchor,Good,80%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARTMAN,9405930,IR,Sanctioned,BULK CARRIER,17,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,OGHIAANOUS KHOROUSHAN SHIPPING,RAHBARAN OMID DARYA SHIP MGMT,Bandar Imam Khomeini,NZLB2,585007237,Bureau Veritas,Inactive,178.47m,27.11m,14.23m,17652,11336,30175,2,2,18-Dec-16,4,Sanctioned,27.17695,55.90954,10.7 kn,68 °,290 °,2024-12-29 14:11 (UTC+0),Moored,Weak,87%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ARVIN,9193202,IR,Sanctioned,BULK CARRIER,26,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,OGHIAANOUS KHOROUSHAN SHIPPING,SAPID SHIPPING CO,Bushehr,CZCE2,526943457,Turkish Lloyd (TL),Laid Up,128.11m,22.31m,15.67m,33375,22879,57514,2,2,15-Jul-06,4,Sanctioned,24.18433,51.07967,10.9 kn,149 °,259 °,2024-09-13 02:13 (UTC+0),Underway Using Engine,Moderate,72%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ASPHALT STAR,9463528,ML,Sanctioned,LIQUID TANKER,19,GLORY INTERNATIONAL FZLLC,GLORY INTERNATIONAL FZLLC,GLOBAL STAR SHIPPING LINES INC,GLORY INTERNATIONAL FZLLC,Bamako,GIWR6,252345448,China Classification Society (CCS),Inactive,113.58m,16.95m,15.67m,50058,33236,98747,2,2,20-Sep-00,4,Sanctioned,-1.5865,66.32117,13.0 kn,15 °,25 °,2025-09-08 03:52 (UTC+0),Moored,Good,73%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ASTERI,9282493,MG,Sanctioned,LIQUID TANKER,21,ZULU SHIPS MANAGEMENT,VANSHIP MARITIME PVT LTD,VANSHIP MARITIME PVT LTD,VANSHIP MARITIME PVT LTD,Toamasina,OHDE7,314355766,Korean Register (KR),Laid Up,216.97m,32.68m,7.4m,70635,38954,126091,0,2,25-Aug-21,3,Sanctioned,22.11982,57.39027,12.6 kn,212 °,340 °,2024-09-17 16:19 (UTC+0),Moored,Moderate,89%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ASTRA,9296585,RU,Sanctioned,LIQUID TANKER,21,HENNESEA TANKERS CORP,HS SENSUS LTD,HS SENSUS LTD,-,Saint Petersburg,MGQI8,205077508,Bureau Veritas,Inactive,180.32m,23.92m,14.93m,79276,54469,141761,0,2,27-Dec-05,4,Sanctioned,44.8948,41.01638,4.9 kn,143 °,120 °,2024-05-16 03:06 (UTC+0),Drifting,Moderate,96%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ASTROL 1,9906544,RU,Sanctioned,GENERAL CARGO SHIP,6,SC ASTROL LLC,SC ASTROL LLC,SC ASTROL LLC,SC ASTROL LLC,Nakhodka,CZTK7,547345263,American Bureau of Shipping (ABS),Active,139.19m,22.96m,5.38m,16386,10445,24539,0,2,13-Mar-04,4,Sanctioned,44.74964,36.19523,7.1 kn,283 °,194 °,2025-01-23 23:04 (UTC+0),Underway Using Engine,Moderate,80%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ATLANTICOS,9282986,RU,Sanctioned,LIQUID TANKER,22,-,MUNAI INVEST LLC,MUNAI INVEST LLC,TRINITY SHIPPING LLC,Vladivostok,SMFP9,236935375,Bureau Veritas,Active,102.63m,16.08m,7.69m,88073,56422,170405,0,2,28-Dec-05,4,Sanctioned,41.39161,35.55771,11.7 kn,291 °,198 °,2024-11-22 04:37 (UTC+0),Moored,Good,74%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ATLANTIS II,9257503,IR,Sanctioned,LIQUID TANKER,23,AL ANCHOR SHIP MANAGEMENT FZE,AL ANCHOR SHIP MANAGEMENT FZE,PARINE MARINE INC,AL ANCHOR SHIP MANAGEMENT FZE,Bandar Abbas,WSSN4,660988716,Turkish Lloyd (TL),Inactive,201.7m,28.0m,11.83m,57356,35673,110536,0,2,25-Aug-16,4,Sanctioned,25.52895,53.59677,8.4 kn,103 °,303 °,2024-11-10 23:41 (UTC+0),At Anchor,Moderate,78%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AVANGARD,9322839,GN,Sanctioned,LIQUID TANKER,20,KROEGER TANKERS FZE,KROEGER TANKERS FZE,KROEGER TANKERS FZE,KROEGER TANKERS FZE,Kamsar,JZEL4,423896478,Lloyd's Register,Active,185.49m,22.24m,13.14m,23245,15061,37890,0,2,6-Sep-05,3,Sanctioned,4.68806,59.73122,3.7 kn,233 °,61 °,2025-05-29 06:02 (UTC+0),Underway Using Engine,Moderate,91%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
AZALEA,9236640,RU,Sanctioned,LIQUID TANKER,23,-,GLOBAL SEAWAY LLC,GLOBAL SEAWAY LLC,GLOBAL SEAWAY LLC,Rostov-on-Don,QLJE8,314460105,Turkish Lloyd (TL),Active,130.31m,16.42m,14.26m,38021,23403,66201,0,2,4-Jul-13,4,Sanctioned,42.67294,40.55115,8.5 kn,333 °,357 °,2025-02-15 12:44 (UTC+0),At Anchor,Good,89%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
AZURE SKY,9546708,GY,Sanctioned,LIQUID TANKER,16,GLORY INTERNATIONAL FZLLC,GLORY INTERNATIONAL FZLLC,GLOBAL ACE SHIPPING LINES INC,-,New Amsterdam,BUVH0,233080380,ClassNK,Active,263.92m,36.38m,10.65m,79079,48516,126103,2,2,5-Feb-07,4,Sanctioned,3.77909,72.79417,11.0 kn,194 °,2 °,2024-10-23 00:08 (UTC+0),At Anchor,Moderate,99%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
